,frame_pos,thresh_num,mid,tp,fp,px_err,norm_err,confidence,frame_is_rally
0,0,0,15.0,0,1,1.7502261820278755,0.0009115761364728518,1.0,0
1,0,0,15.0,0,1,32.953907521884766,0.01716349350098165,1.0,0
2,0,0,16.0,0,1,37.00527096888385,0.019273578629627006,1.0,0
3,0,0,16.0,0,1,14.507158748706733,0.007555811848284757,1.0,0
4,0,1,15.0,1,0,1.7502261820278755,0.0009115761364728518,1.0,0
5,0,1,15.0,0,1,32.953907521884766,0.01716349350098165,1.0,0
6,0,1,16.0,0,1,37.00527096888385,0.019273578629627006,1.0,0
7,0,1,16.0,0,1,14.507158748706733,0.007555811848284757,1.0,0
8,0,2,15.0,1,0,1.7502261820278755,0.0009115761364728518,1.0,0
9,0,2,15.0,0,1,32.953907521884766,0.01716349350098165,1.0,0
10,0,2,16.0,0,1,37.00527096888385,0.019273578629627006,1.0,0
11,0,2,16.0,0,1,14.507158748706733,0.007555811848284757,1.0,0
12,0,3,15.0,1,0,1.7502261820278755,0.0009115761364728518,1.0,0
13,0,3,15.0,0,1,32.953907521884766,0.01716349350098165,1.0,0
14,0,3,16.0,1,0,14.507158748706733,0.007555811848284757,1.0,0
15,0,3,16.0,0,1,37.00527096888385,0.019273578629627006,1.0,0
16,0,4,15.0,1,0,1.7502261820278755,0.0009115761364728518,1.0,0
17,0,4,15.0,0,1,32.953907521884766,0.01716349350098165,1.0,0
18,0,4,16.0,1,0,14.507158748706733,0.007555811848284757,1.0,0
19,0,4,16.0,0,1,37.00527096888385,0.019273578629627006,1.0,0
20,0,5,15.0,1,0,1.7502261820278755,0.0009115761364728518,1.0,0
21,0,5,15.0,0,1,32.953907521884766,0.01716349350098165,1.0,0
22,0,5,16.0,1,0,14.507158748706733,0.007555811848284757,1.0,0
23,0,5,16.0,0,1,37.00527096888385,0.019273578629627006,1.0,0
24,0,6,15.0,1,0,1.7502261820278755,0.0009115761364728518,1.0,0
25,0,6,15.0,0,1,32.953907521884766,0.01716349350098165,1.0,0
26,0,6,16.0,1,0,14.507158748706733,0.007555811848284757,1.0,0
27,0,6,16.0,0,1,37.00527096888385,0.019273578629627006,1.0,0
28,0,7,15.0,1,0,1.7502261820278755,0.0009115761364728518,1.0,0
29,0,7,15.0,1,0,32.953907521884766,0.01716349350098165,1.0,0
30,0,7,16.0,1,0,14.507158748706733,0.007555811848284757,1.0,0
31,0,7,16.0,0,1,37.00527096888385,0.019273578629627006,1.0,0
32,0,8,15.0,1,0,1.7502261820278755,0.0009115761364728518,1.0,0
33,0,8,15.0,1,0,32.953907521884766,0.01716349350098165,1.0,0
34,0,8,16.0,1,0,37.00527096888385,0.019273578629627006,1.0,0
35,0,8,16.0,1,0,14.507158748706733,0.007555811848284757,1.0,0
36,0,9,15.0,1,0,1.7502261820278755,0.0009115761364728518,1.0,0
37,0,9,15.0,1,0,32.953907521884766,0.01716349350098165,1.0,0
38,0,9,16.0,1,0,37.00527096888385,0.019273578629627006,1.0,0
39,0,9,16.0,1,0,14.507158748706733,0.007555811848284757,1.0,0
40,0,10,15.0,1,0,1.7502261820278755,0.0009115761364728518,1.0,0
41,0,10,15.0,1,0,32.953907521884766,0.01716349350098165,1.0,0
42,0,10,16.0,1,0,37.00527096888385,0.019273578629627006,1.0,0
43,0,10,16.0,1,0,14.507158748706733,0.007555811848284757,1.0,0
44,1,0,15.0,0,1,20.09156991740814,0.010464359331983407,1.0,0
45,1,0,15.0,0,1,25.249933189701753,0.01315100686963633,1.0,0
46,1,0,16.0,0,1,20.097612546169433,0.010467506534463246,1.0,0
47,1,0,16.0,0,1,31.999681209288052,0.016666500629837527,1.0,0
48,1,1,15.0,0,1,20.09156991740814,0.010464359331983407,1.0,0
49,1,1,15.0,0,1,25.249933189701753,0.01315100686963633,1.0,0
50,1,1,16.0,0,1,20.097612546169433,0.010467506534463246,1.0,0
51,1,1,16.0,0,1,31.999681209288052,0.016666500629837527,1.0,0
52,1,2,15.0,0,1,20.09156991740814,0.010464359331983407,1.0,0
53,1,2,15.0,0,1,25.249933189701753,0.01315100686963633,1.0,0
54,1,2,16.0,0,1,20.097612546169433,0.010467506534463246,1.0,0
55,1,2,16.0,0,1,31.999681209288052,0.016666500629837527,1.0,0
56,1,3,15.0,0,1,20.09156991740814,0.010464359331983407,1.0,0
57,1,3,15.0,0,1,25.249933189701753,0.01315100686963633,1.0,0
58,1,3,16.0,0,1,20.097612546169433,0.010467506534463246,1.0,0
59,1,3,16.0,0,1,31.999681209288052,0.016666500629837527,1.0,0
60,1,4,15.0,0,1,20.09156991740814,0.010464359331983407,1.0,0
61,1,4,15.0,0,1,25.249933189701753,0.01315100686963633,1.0,0
62,1,4,16.0,0,1,20.097612546169433,0.010467506534463246,1.0,0
63,1,4,16.0,0,1,31.999681209288052,0.016666500629837527,1.0,0
64,1,5,15.0,1,0,20.09156991740814,0.010464359331983407,1.0,0
65,1,5,15.0,0,1,25.249933189701753,0.01315100686963633,1.0,0
66,1,5,16.0,1,0,20.097612546169433,0.010467506534463246,1.0,0
67,1,5,16.0,0,1,31.999681209288052,0.016666500629837527,1.0,0
68,1,6,15.0,1,0,20.09156991740814,0.010464359331983407,1.0,0
69,1,6,15.0,1,0,25.249933189701753,0.01315100686963633,1.0,0
70,1,6,16.0,1,0,20.097612546169433,0.010467506534463246,1.0,0
71,1,6,16.0,0,1,31.999681209288052,0.016666500629837527,1.0,0
72,1,7,15.0,1,0,20.09156991740814,0.010464359331983407,1.0,0
73,1,7,15.0,1,0,25.249933189701753,0.01315100686963633,1.0,0
74,1,7,16.0,1,0,20.097612546169433,0.010467506534463246,1.0,0
75,1,7,16.0,1,0,31.999681209288052,0.016666500629837527,1.0,0
76,1,8,15.0,1,0,20.09156991740814,0.010464359331983407,1.0,0
77,1,8,15.0,1,0,25.249933189701753,0.01315100686963633,1.0,0
78,1,8,16.0,1,0,20.097612546169433,0.010467506534463246,1.0,0
79,1,8,16.0,1,0,31.999681209288052,0.016666500629837527,1.0,0
80,1,9,15.0,1,0,20.09156991740814,0.010464359331983407,1.0,0
81,1,9,15.0,1,0,25.249933189701753,0.01315100686963633,1.0,0
82,1,9,16.0,1,0,20.097612546169433,0.010467506534463246,1.0,0
83,1,9,16.0,1,0,31.999681209288052,0.016666500629837527,1.0,0
84,1,10,15.0,1,0,20.09156991740814,0.010464359331983407,1.0,0
85,1,10,15.0,1,0,25.249933189701753,0.01315100686963633,1.0,0
86,1,10,16.0,1,0,20.097612546169433,0.010467506534463246,1.0,0
87,1,10,16.0,1,0,31.999681209288052,0.016666500629837527,1.0,0
88,2,0,15.0,0,1,24.083622246949883,0.01254355325361973,1.0,0
89,2,0,15.0,0,1,30.691283851972592,0.01598504367290239,1.0,0
90,2,0,15.0,0,1,421.9214231659381,0.21975074123225943,1.0,0
91,2,0,16.0,0,1,23.241550255134506,0.012104974091215888,1.0,0
92,2,0,16.0,0,1,16.279604979045757,0.008478960926586333,1.0,0
93,2,0,16.0,0,1,387.316089728244,0.20172713006679374,1.0,0
94,2,1,15.0,0,1,24.083622246949883,0.01254355325361973,1.0,0
95,2,1,15.0,0,1,30.691283851972592,0.01598504367290239,1.0,0
96,2,1,15.0,0,1,421.9214231659381,0.21975074123225943,1.0,0
97,2,1,16.0,0,1,23.241550255134506,0.012104974091215888,1.0,0
98,2,1,16.0,0,1,16.279604979045757,0.008478960926586333,1.0,0
99,2,1,16.0,0,1,387.316089728244,0.20172713006679374,1.0,0
100,2,2,15.0,0,1,24.083622246949883,0.01254355325361973,1.0,0
101,2,2,15.0,0,1,30.691283851972592,0.01598504367290239,1.0,0
102,2,2,15.0,0,1,421.9214231659381,0.21975074123225943,1.0,0
103,2,2,16.0,0,1,23.241550255134506,0.012104974091215888,1.0,0
104,2,2,16.0,0,1,16.279604979045757,0.008478960926586333,1.0,0
105,2,2,16.0,0,1,387.316089728244,0.20172713006679374,1.0,0
106,2,3,15.0,0,1,24.083622246949883,0.01254355325361973,1.0,0
107,2,3,15.0,0,1,30.691283851972592,0.01598504367290239,1.0,0
108,2,3,15.0,0,1,421.9214231659381,0.21975074123225943,1.0,0
109,2,3,16.0,0,1,23.241550255134506,0.012104974091215888,1.0,0
110,2,3,16.0,0,1,16.279604979045757,0.008478960926586333,1.0,0
111,2,3,16.0,0,1,387.316089728244,0.20172713006679374,1.0,0
112,2,4,15.0,0,1,24.083622246949883,0.01254355325361973,1.0,0
113,2,4,15.0,0,1,30.691283851972592,0.01598504367290239,1.0,0
114,2,4,15.0,0,1,421.9214231659381,0.21975074123225943,1.0,0
115,2,4,16.0,1,0,16.279604979045757,0.008478960926586333,1.0,0
116,2,4,16.0,0,1,23.241550255134506,0.012104974091215888,1.0,0
117,2,4,16.0,0,1,387.316089728244,0.20172713006679374,1.0,0
