,frame_pos,thresh_num,mid,tp,fp,px_err,norm_err,confidence,frame_is_rally
0,0,0,21.0,0,1,20.963431387508862,0.0163776807714913,0.483485,0
1,0,0,21.0,0,1,10.642312978645334,0.008314307014566667,0.848353,0
2,0,0,24.0,0,1,11.606294543567708,0.009067417612162272,0.656744,0
3,0,0,24.0,0,1,6.370176483199082,0.004976700377499283,0.82126,0
4,0,1,21.0,0,1,20.963431387508862,0.0163776807714913,0.483485,0
5,0,1,21.0,0,1,10.642312978645334,0.008314307014566667,0.848353,0
6,0,1,24.0,0,1,11.606294543567708,0.009067417612162272,0.656744,0
7,0,1,24.0,0,1,6.370176483199082,0.004976700377499283,0.82126,0
8,0,2,21.0,0,1,20.963431387508862,0.0163776807714913,0.483485,0
9,0,2,21.0,0,1,10.642312978645334,0.008314307014566667,0.848353,0
10,0,2,24.0,1,0,6.370176483199082,0.004976700377499283,0.82126,0
11,0,2,24.0,0,1,11.606294543567708,0.009067417612162272,0.656744,0
12,0,3,21.0,1,0,10.642312978645334,0.008314307014566667,0.848353,0
13,0,3,21.0,0,1,20.963431387508862,0.0163776807714913,0.483485,0
14,0,3,24.0,1,0,11.606294543567708,0.009067417612162272,0.656744,0
15,0,3,24.0,1,0,6.370176483199082,0.004976700377499283,0.82126,0
16,0,4,21.0,1,0,10.642312978645334,0.008314307014566667,0.848353,0
17,0,4,21.0,0,1,20.963431387508862,0.0163776807714913,0.483485,0
18,0,4,24.0,1,0,11.606294543567708,0.009067417612162272,0.656744,0
19,0,4,24.0,1,0,6.370176483199082,0.004976700377499283,0.82126,0
20,0,5,21.0,1,0,20.963431387508862,0.0163776807714913,0.483485,0
21,0,5,21.0,1,0,10.642312978645334,0.008314307014566667,0.848353,0
22,0,5,24.0,1,0,11.606294543567708,0.009067417612162272,0.656744,0
23,0,5,24.0,1,0,6.370176483199082,0.004976700377499283,0.82126,0
24,0,6,21.0,1,0,28.713138483430146,0.022432139440179803,0.483485,0
25,0,6,21.0,1,0,10.642312978645334,0.008314307014566667,0.848353,0
26,0,6,24.0,1,0,11.606294543567708,0.009067417612162272,0.656744,0
27,0,6,24.0,1,0,6.370176483199082,0.004976700377499283,0.82126,0
28,0,7,21.0,1,0,28.713138483430146,0.022432139440179803,0.483485,0
29,0,7,21.0,1,0,10.642312978645334,0.008314307014566667,0.848353,0
30,0,7,24.0,1,0,11.606294543567708,0.009067417612162272,0.656744,0
31,0,7,24.0,1,0,33.73315444276249,0.026354026908408195,0.82126,0
32,0,8,21.0,1,0,28.713138483430146,0.022432139440179803,0.483485,0
33,0,8,21.0,1,0,10.642312978645334,0.008314307014566667,0.848353,0
34,0,8,24.0,1,0,11.606294543567708,0.009067417612162272,0.656744,0
35,0,8,24.0,1,0,33.73315444276249,0.026354026908408195,0.82126,0
36,0,9,21.0,1,0,28.713138483430146,0.022432139440179803,0.483485,0
37,0,9,21.0,1,0,10.642312978645334,0.008314307014566667,0.848353,0
38,0,9,24.0,1,0,11.606294543567708,0.009067417612162272,0.656744,0
39,0,9,24.0,1,0,33.73315444276249,0.026354026908408195,0.82126,0
40,0,10,21.0,1,0,28.713138483430146,0.022432139440179803,0.483485,0
41,0,10,21.0,1,0,10.642312978645334,0.008314307014566667,0.848353,0
42,0,10,24.0,1,0,11.606294543567708,0.009067417612162272,0.656744,0
43,0,10,24.0,1,0,33.73315444276249,0.026354026908408195,0.82126,0
44,1,0,21.0,0,1,10.082542182240688,0.007876986079875537,0.773299,0
45,1,0,21.0,0,1,7.979990872316475,0.006234367868997246,0.847857,0
46,1,0,24.0,0,1,26.618045869140772,0.02079534833526623,0.733763,0
47,1,0,24.0,0,1,7.060059904267142,0.005515671800208705,0.804997,0
48,1,1,21.0,0,1,10.082542182240688,0.007876986079875537,0.773299,0
49,1,1,21.0,0,1,7.979990872316475,0.006234367868997246,0.847857,0
50,1,1,24.0,0,1,26.618045869140772,0.02079534833526623,0.733763,0
51,1,1,24.0,0,1,7.060059904267142,0.005515671800208705,0.804997,0
52,1,2,21.0,1,0,7.979990872316475,0.006234367868997246,0.847857,0
53,1,2,21.0,0,1,10.082542182240688,0.007876986079875537,0.773299,0
54,1,2,24.0,1,0,7.060059904267142,0.005515671800208705,0.804997,0
55,1,2,24.0,0,1,26.618045869140772,0.02079534833526623,0.733763,0
56,1,3,21.0,1,0,10.082542182240688,0.007876986079875537,0.773299,0
57,1,3,21.0,1,0,7.979990872316475,0.006234367868997246,0.847857,0
58,1,3,24.0,1,0,7.060059904267142,0.005515671800208705,0.804997,0
59,1,3,24.0,0,1,26.618045869140772,0.02079534833526623,0.733763,0
60,1,4,21.0,1,0,10.082542182240688,0.007876986079875537,0.773299,0
61,1,4,21.0,1,0,7.979990872316475,0.006234367868997246,0.847857,0
62,1,4,24.0,1,0,7.060059904267142,0.005515671800208705,0.804997,0
63,1,4,24.0,0,1,26.618045869140772,0.02079534833526623,0.733763,0
64,1,5,21.0,1,0,10.082542182240688,0.007876986079875537,0.773299,0
65,1,5,21.0,1,0,7.979990872316475,0.006234367868997246,0.847857,0
66,1,5,24.0,1,0,7.060059904267142,0.005515671800208705,0.804997,0
67,1,5,24.0,0,1,26.618045869140772,0.02079534833526623,0.733763,0
68,1,6,21.0,1,0,10.082542182240688,0.007876986079875537,0.773299,0
69,1,6,21.0,1,0,7.979990872316475,0.006234367868997246,0.847857,0
70,1,6,24.0,1,0,26.618045869140772,0.02079534833526623,0.733763,0
71,1,6,24.0,1,0,7.060059904267142,0.005515671800208705,0.804997,0
